Sample_ID,Code,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Cl,NO3-N,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,ChlorideCode,NitrateCode,SulfateCode,SodiumCode,PotassiumCode,MagnesiumCode,CalciumCode,NH4Code,PO4Code,DOCCode,DICCode,TDNCode,SiO2Code,DONCode,TSS,Turbidity
QPA,20755,1999-09-07,1120,NA,23,7.51,79.7,2.6,12,0.19,2.25,0.05,1.04,2.35,7,5,0.28,NA,NA,NA,18.7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA
QPA,20760,1999-09-14,1130,NA,21.5,7.45,67.4,5.83,181,0.71,4.93,0.36,2.32,3.23,11,6,1.53,NA,0.29,NA,17.19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20779,1999-09-21,1130,NA,21,7.6,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20799,1999-09-28,235,NA,19.5,7.05,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20804,1999-10-05,1100,NA,21,7.26,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20809,1999-10-12,300,NA,22,7.22,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20829,1999-10-19,1150,NA,22,7.5,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,33557000,2015-10-06,830,NA,23,6.86,127.4,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,27.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA
QPA,33573000,2015-10-13,855,NA,23,6.58,110,10.3,73,1.18,7.35,0.5,4.54,7.23,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.55,NA
QPA,33589000,2015-10-20,842,NA,22.5,6.68,114.6,8.82,NA,0.96,7.57,0.46,4.78,7.71,9,8,NA,NA,NA,NA,26.32,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA
QPA,33605000,2015-10-27,850,NA,22,6.68,107.1,8.92,114,1.11,7.21,0.45,4.57,7.26,7,13,NA,NA,NA,NA,24.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
QPA,33621000,2015-11-03,850,NA,22,6.59,80.7,9.53,141,1.05,6.11,0.47,3.22,4.79,NA,15,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.8,NA
QPA,33637000,2015-11-10,905,NA,22,6.58,87.8,9.36,NA,1.07,6.37,0.48,3.37,4.84,NA,9,2.04,NA,0.09,NA,NA,0.09,NA,BDL,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,1.8,NA
QPA,33653000,2015-11-17,855,NA,22,6.52,78.3,9.65,98,1.07,6.27,0.41,2.74,3.99,NA,15,2.19,NA,0.23,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4,NA
QPA,33669000,2015-11-24,845,NA,21,6.46,97.6,8.65,117,0.83,6.67,0.34,3.88,5.5,NA,10,0.98,NA,0.19,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,1.6,NA
QPA,33685000,2015-12-01,846,NA,21.5,6.83,74.1,9.4,NA,1.64,6,0.61,2.55,3.56,NA,14,2.02,NA,0.08,NA,NA,0.08,NA,BDL,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,1.8,NA
QPA,33701000,2015-12-08,850,NA,21,6.72,75,8.47,34,0.73,5.73,0.34,2.71,3.79,NA,7,2,NA,0.12,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,0.71,NA
QPA,33717000,2015-12-15,905,NA,21,6.36,96.3,8.46,103,0.69,6.74,0.36,3.79,5.52,NA,10,0.92,NA,0.14,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.3,NA
QPA,33733000,2015-12-22,905,NA,21,6.47,91.9,8.88,117,0.79,6.56,0.33,3.46,4.95,NA,12,1.28,NA,0.19,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,0.18,NA
QPA,33749000,2015-12-29,1110,NA,20.5,6.57,83.5,NA,NA,NA,NA,NA,NA,NA,NA,16,1.06,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,0.18,NA
QPA,33766,2016-01-05,850,22,20,6.31,86.3,8.38,54,0.78,7.73,0.16,4.72,9.28,NA,24,1.02,NA,0.18,NA,20.83,0.12,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.7,NA
QPA,33784,2016-01-12,842,20,20,6.42,97.2,8.32,14,0.61,6.82,0.35,4.08,6.06,NA,16,0.9,4.716214441,0.09,NA,23.67,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.6,NA
QPA,33802,2016-01-19,840,19,20,6.53,105.6,8.33,57,0.58,7.13,0.36,4.26,6.73,NA,11,0.77,4.986099998,0.14,NA,25.55,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.4,NA
QPA,33820,2016-01-26,850,20,20,6.54,102,8.7,160,0.77,7.02,0.34,4,6.27,7,11,0.87,4.483481962,0.28,NA,24.48,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA
QPA,33838,2016-02-02,840,19,20,6.61,108.7,8.38,34,0.55,7.23,0.33,4.63,7.16,NA,5,0.73,6.156785611,0.08,NA,25.65,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.2,NA
QPA,33856,2016-02-09,845,18,20.5,6.7,108.7,8.26,NA,0.56,7.13,0.3,3.7,3.77,NA,NA,0.77,4.950150057,0.19,NA,25.69,0.19,NA,BDL,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,5.9,NA
QPA,33874,2016-02-16,910,17,20,6.41,99.3,10.01,200,1.01,7.09,0.46,4.01,6.34,NA,12,1.72,4.085120968,0.26,NA,22.37,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,6.7,NA
QPA,33892,2016-02-23,1105,15,20,6.53,82.3,9.98,137,0.86,6.83,0.37,3.42,5.2,NA,10,0.97,3.341724202,0.18,NA,19.66,0.04,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.5,NA
QPA,33910,2016-03-01,859,13,20,6.65,104.7,8.74,126,0.62,7.41,0.61,4.36,7.49,NA,8,0.82,4.769993527,0.18,NA,24.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA
QPA,33928,2016-03-08,900,22,20,6.57,62.6,8.74,150,1.02,5.84,0.29,2.29,3.24,NA,8,1.69,2.308011268,0.21,NA,16.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA
QPA,33946,2016-03-15,925,24,20,6.51,76.8,10.42,NA,0.64,6.41,0.33,2.91,4.28,NA,15,1.9,2.46086254,0.07,NA,16.02,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
QPA,33964,2016-03-22,835,15,20,6.52,96.2,8.66,NA,0.58,7.03,0.36,4.26,6.34,NA,8,1.25,4.979436554,0.07,NA,23.65,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA
QPA,33982,2016-03-29,905,17,20,6.44,97.83,9.51,54,0.55,7.1,0.37,4.34,6.45,NA,7,1.2,4.869078976,0.11,NA,22.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA
QPA,34000,2016-04-05,850,16,20,6.57,86.54,8.92,71,0.71,6.73,0.3,3.68,5.27,7,6,1.03,NA,0.16,NA,20.73,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
QPA,34018,2016-04-12,845,16,20,6.5,89.41,8.69,12,0.65,6.9,0.35,3.52,5.28,NA,5,1.75,3.86610846,0.1,NA,21.14,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.8,NA
QPA,34036,2016-04-19,754,16,20.1,6.16,82.8,8.43,NA,0.85,7.01,0.3,3.33,4.9,NA,9,1.5,3.65000617,0.1,NA,21.34,0.09,NA,BDL,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.3,NA
QPA,34054,2016-04-26,745,23,20.1,6.53,70.14,8.81,113,0.65,6.01,0.31,2.3,3.22,NA,11,1.3,2.055287038,0.19,NA,16.67,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.4,NA
QPA,34072,2016-05-03,745,23,20.1,6.55,81.86,8.32,45,0.53,6.3,0.35,2.96,4.33,NA,4,1.22,4.475573591,0.14,NA,19.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA
QPA,34090,2016-05-10,955,21,21.5,6.4,91.2,7.69,7,0.54,6.7,0.29,4.38,7.26,NA,NA,1.12,4.065559969,NA,NA,23.39,0.03,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,BDL,NA,NA,0.8,NA
QPA,34108,2016-05-17,1045,22,21,6.73,84.14,8.05,92,0.68,6.54,0.31,4.14,6.96,10,16,1.67,3.463102427,0.14,NA,19.29,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA
QPA,34126,2016-05-24,915,20,22.5,6.48,98.67,7.87,77,0.51,7.17,0.32,5.23,8.67,8,9,0.9,4.709392316,0.1,NA,24.12,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA
QPA,34144,2016-05-31,840,30,22,6.38,60.57,7.47,122,0.59,5.04,0.34,2.25,2.97,5,10,1.91,1.855405884,0.16,NA,12.21,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,NA
QPA,34162,2016-06-07,840,23,22,6.51,84.48,8.39,75,0.49,6.53,0.34,3.32,4.59,NA,9,0.72,3.645772715,0.08,NA,21.24,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,BDL,0.7,NA
QPA,34180,2016-06-14,910,21,22,6.43,93.77,8.72,118,0.98,NA,0.78,3.86,7.99,10,12,1.07,4.584632566,0.12,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,1,NA
QPA,34198,2016-06-21,912,20,22,6.47,92.23,8.2,9,0.59,6.77,0.36,3.69,5.8,NA,NA,1.42,4.354204496,NA,NA,22.75,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,BDL,NA,NA,1.5,NA
QPA,34216,2016-06-28,843,19,22,6.44,49.64,4.77,40,0.28,3.75,0.2,1.85,2.48,7,NA,0.77,2.132151556,0.1,NA,11.02,0.05,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,2.5,NA
QPA,34234,2016-07-05,905,31,22,6.57,63.24,7.29,102,0.59,5.28,0.33,2.22,3.09,NA,NA,2.97,2.129196698,0.2,NA,12.27,0.1,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,6.4,NA
QPA,34252,2016-07-12,920,20,23,6.51,88.44,8.66,86,0.54,6.93,0.35,3.43,4.85,NA,7,1.05,3.855284744,0.12,NA,20.94,0.03,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.2,NA
QPA,34270,2016-07-19,809,20,22.5,6.54,88.69,7.09,74,0.53,6.03,0.29,3.51,5.19,NA,NA,1.55,4.462818996,0.16,NA,21.94,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,3.74,NA
QPA,34288,2016-07-26,809,20,22.5,6.5,71.95,6.07,98,0.58,4.95,0.3,2.6,3.84,5,7,3.03,2.96851849,0.27,NA,16.28,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
QPA,34306,2016-08-02,814,21,22,6.55,81.9,7.97,NA,0.59,6.35,0.37,3.58,5.49,NA,NA,1.21,3.049093517,NA,NA,19.14,0.04,NA,BDL,NA,NA,NA,NA,NA,BDL,NA,NA,NA,BDL,NA,NA,4.9,NA
QPA,34324,2016-08-09,915,22,23,6.7,85.6,8.22,6,0.48,6.39,0.38,2.65,4.72,NA,7,1.24,NA,0.09,NA,20.92,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,1.7,NA
QPA,34342,2016-08-16,900,27,23,6.36,81.53,8.19,NA,0.47,6.31,0.36,3.38,5.12,NA,7,1.05,3.594595538,0.09,NA,20.87,0.09,NA,BDL,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,1.4,NA
QPA,34360,2016-08-23,855,20,23,6.75,90.92,7.96,88,0.52,6.6,0.36,3.66,5.41,NA,5,0.77,4.37710662,0.13,NA,22.75,0.04,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,1.52,NA
QPA,34378,2016-08-30,840,21,22.5,6.32,87.68,7.81,NA,0.52,6.55,0.34,3.65,5.44,NA,8,1.51,4.142353295,0.08,NA,21.37,0.08,NA,BDL,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.1,NA
QPA,34396,2016-09-06,1015,22,22.5,6.32,81.49,7.41,95,0.51,6.1,0.34,3.05,4.61,NA,8,1.5,3.743459809,0.16,NA,20.12,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.8,NA
QPA,34414,2016-09-13,905,21,22,6.43,89.68,7.21,96,0.51,6.29,0.3,3.2,4.79,10,NA,0.99,3.978584216,0.16,NA,21.56,0.05,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,2.6,NA
QPA,34432,2016-09-20,850,19,22,6.38,97.17,7.56,113,0.5,6.94,0.33,4.22,4.93,NA,6,0.79,4.699764119,0.19,NA,23.44,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.4,NA
QPA,34450,2016-09-27,925,19,23,6.3,97.98,7.34,113,0.48,7.02,0.29,3.71,5.53,NA,10,0.99,NA,0.21,NA,23.52,0.09,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3,NA
QPA,34468,2016-10-04,925,20,22,6.79,83.27,7.01,135,0.61,6.23,0.32,3,4.41,NA,8,1.58,3.56688219,0.23,NA,20.57,0.09,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.8,NA
QPA,34486,2016-10-11,950,20,22.5,6.3,97.83,8.08,122,0.53,7.16,0.35,3.77,5.59,6,9,0.78,5.075162608,0.17,NA,24.31,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA
QPA,34504,2016-10-18,1100,19,22.5,6.32,104.3,NA,NA,1.9,7.54,NA,1.54,1.82,NA,8,NA,3.719007988,NA,NA,25.96,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.9,NA
QPA,34522,2016-10-25,905,20.5,22,6.55,81.9,6.51,125,0.56,6.14,0.37,3.07,4.39,NA,4,1.1,3.710356284,0.16,NA,20.38,0.04,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.8,NA
QPA,34540,2016-11-01,925,20,22,6.33,89.28,8.14,112,0.56,6.49,0.32,3.52,5.05,NA,9,0.87,NA,0.17,NA,22.96,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,7.22,NA
QPA,34558,2016-11-08,1000,21,21,6.44,84.54,8.45,121,0.52,6.58,0.39,3.5,5.43,NA,12,0.99,NA,0.19,NA,20.17,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.1,NA
QPA,34576,2016-11-15,915,21.5,21.5,6.36,84.21,7.99,109,0.49,6.18,0.34,3.44,5.17,NA,5,1.16,NA,0.19,NA,20.81,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.3,NA
QPA,34594,2016-11-22,1110,24,21.5,6.5,76.79,8.32,124,0.58,6.41,0.45,2.78,3.93,NA,10,1.34,3.363324283,0.24,NA,19.79,0.12,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.8,NA
QPA,34612,2016-11-29,1120,23,21,6.33,76.35,7.43,112,0.49,5.85,0.31,2.65,3.67,NA,NA,0.96,3.541853064,0.16,NA,20.66,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,3.4,NA
QPA,34630,2016-12-06,815,23,21,6.35,67.38,7.22,197,0.7,5.82,0.21,2.53,3.09,NA,14,1.59,NA,0.29,NA,17.06,0.09,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4,NA
QPA,34648,2016-12-13,935,25,21,6.65,81.19,9.35,143,0.63,6.91,0.43,3.26,5.24,8,6,1.95,NA,0.21,NA,19.87,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA
QPA,34666,2016-12-20,813,34,21,6.36,59.84,8.02,180,0.62,4.97,0.45,2.26,3.32,5,8,4.05,NA,0.36,NA,11.13,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.23,NA
QPA,34684,2016-12-27,1000,23,21,6.39,78,8.02,40,0.51,5.89,0.32,3.14,4.74,NA,6,0.72,NA,0.11,NA,18.18,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,5.4,NA
QPA,34702,2017-01-03,905,23,20,6.26,81.33,8.44,138,0.51,6.2,0.32,3.03,4.53,NA,9,1.15,3.42347361,0.16,NA,20.43,0.02,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,6.2,NA
QPA,34720,2017-01-10,950,20,20.5,6.68,95.28,8.47,134,0.49,6.77,0.3,2.96,4.06,NA,NA,0.86,4.342725218,0.18,NA,24.05,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,3.6,NA
QPA,34738,2017-01-17,940,32,20,6.59,70.42,9.36,224,0.65,5.52,0.35,2.52,3.56,NA,6,3.15,1.861387523,0.35,NA,12.66,0.13,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,33.5,NA
QPA,34756,2017-01-24,820,26,19,6.72,94.79,8.12,109,0.38,6.69,0.3,4.08,5.12,NA,5,0.75,4.687135854,0.15,NA,22.85,0.04,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,5.5,NA
QPA,34774,2017-01-31,850,18,20,6.44,102.4,8.32,137,0.48,7.05,0.32,3.81,5.91,NA,6,1.01,4.956990138,0.2,NA,23.81,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.4,NA
QPA,34792,2017-02-07,825,24,20,6.73,78.66,8.71,218,0.72,6.05,0.34,2.71,3.8,NA,7,3.15,NA,0.29,NA,17.71,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,12.81,NA
QPA,34810,2017-02-14,945,17,20,6.78,103.3,8.63,154,0.47,7.28,0.34,3.93,6.16,NA,18,1.14,5.319686581,0.32,NA,25.79,0.17,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.6,NA
QPA,34828,2017-02-21,920,18,19,6.77,106,8.8,164,0.6,7.26,0.35,3.71,5.08,NA,9,1.53,5.246202614,0.25,NA,24.86,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,6.7,NA
QPA,34846,2017-02-28,755,19,20,6.76,106.6,9.53,181,0.65,7.41,0.4,4.29,5.71,NA,32,0.98,5.11223108,0.31,NA,26.9,0.12,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.3,NA
QPA,34864,2017-03-07,920,42,19,6.71,70.1,NA,153,0.75,5.81,0.51,1.55,1.84,NA,11,2.58,0.637155851,0.26,NA,7.1,0.1,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,6.5,NA
QPA,34882,2017-03-14,915,20,20,6.65,89.36,8.8,120,0.51,6.9,0.57,3.72,4.65,NA,17,0.9,4.124114103,0.18,NA,22.66,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.12,NA
QPA,34900,2017-03-21,756,20,20,6.75,92.76,8.2,31,0.5,6.58,0.36,3.71,4.6,11,11,1.16,4.161648886,0.11,NA,23.18,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,NA
QPA,34918,2017-03-28,850,20,20,6.58,95.02,8.39,114,0.4,6.9,0.38,3.97,5.09,NA,7,0.94,4.406774002,0.16,NA,24.34,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,6.51,NA
QPA,34936,2017-04-04,750,22,20,6.69,81.66,8.03,116,0.43,6.17,0.4,3,4.18,NA,8,1.03,5.336568596,0.14,NA,21.84,0.02,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.1,NA
QPA,34954,2017-04-11,925,19.5,21,6.52,99.64,8.29,72,0.51,7.08,0.37,4.06,5.69,NA,12,1.09,4.866824102,0.14,NA,27.78,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,2.89,NA
QPA,34972,2017-04-18,930,30,20,6.59,66.39,8.8,107,0.52,5.56,0.44,2.02,2.74,NA,11,2.63,2.81893889,0.3,NA,14.87,0.19,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,7.33,NA
QPA,34990,2017-04-25,1020,24,21,6.31,86.74,9.07,83,0.61,6.73,0.38,3.36,4.25,NA,10,1.15,3.726495124,0.35,NA,23.28,0.26,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.8,NA
QPA,35008,2017-05-02,1010,28,21,6.6,69.51,8.21,NA,0.46,5.51,0.33,2.07,2.77,11,10,1.25,2.614747511,0.09,NA,15.98,0.08,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA
QPA,35026,2017-05-09,925,21,21,6.66,60.22,9.1,78,0.41,6.85,0.37,3.23,4.51,NA,6,0.96,4.917996281,NA,NA,22.86,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,BDL,NA,BDL,2.7,NA
QPA,35044,2017-05-16,1047,20,22,6.61,98.87,8.57,NA,0.46,7.09,0.38,3.16,4.42,13,7,1.33,4.678892616,0.1,NA,28.95,0.08,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA
QPA,35062,2017-05-23,935,19,21.5,6.6,104.8,8.77,NA,0.47,7.45,0.38,4.31,5.57,NA,5,1.05,5.135161074,0.07,NA,29.35,0.07,NA,BDL,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,8.1,NA
QPA,35080,2017-05-30,840,27.5,21,6.61,70.36,7.69,77,0.65,5.74,1,2.27,3.34,10,19,1.79,3.478173564,0.26,NA,16.15,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.83,NA
QPA,35098,2017-06-06,850,19,22,6.56,97.9,8.38,93,0.42,6.96,0.4,3.79,5.35,NA,10,0.95,7.061218629,0.11,NA,24.49,0.01,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,4.4,NA
QPA,35116,2017-06-13,920,20,22.5,6.56,99.7,8.54,103,0.42,7.13,0.4,4.02,5.6,NA,NA,0.78,5.400138751,0.15,NA,24.77,0.04,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,5.6,NA
QPA,35134,2017-06-20,843,24.5,22.4,6.57,69,7.39,97,0.62,5.39,0.44,2.52,3.66,NA,6,1.79,2.668328312,0.18,NA,16.99,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,5,NA
QPA,35152,2017-06-27,930,20,22.7,6.59,89.6,7.73,NA,0.5,6.38,0.39,3.54,5.08,12,NA,1.65,4.257240816,NA,NA,21.96,0.04,NA,BDL,NA,NA,NA,NA,NA,NA,BDL,NA,NA,BDL,NA,NA,3.1,NA
QPA,35170,2017-07-03,900,20,22.7,6.47,94.6,8.13,71,0.67,6.82,0.41,3.74,5.7,NA,NA,1.32,4.701881327,0.13,NA,25.44,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,35188,2017-07-11,1113,22,22.7,6.61,83.1,8.17,93,0.49,6.19,0.38,3.24,4.11,NA,NA,0.98,3.755920919,0.1,NA,21.13,NA,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,BDL,2.1,NA
QPA,35206,2017-07-18,900,21,22.8,6.35,83.1,6.56,83,0.45,6.24,0.35,3.29,4.16,NA,10,1.26,3.810149784,0.12,NA,21.19,0.03,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,3.2,NA
QPA,35224,2017-07-25,1031,21,23.8,6.69,85.5,7.51,68,0.46,6.39,0.34,3.34,4.28,NA,7,1.29,3.816928392,0.13,NA,21.83,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,10,NA
QPA,35242,2017-08-01,820,23,23,6.59,79.9,8.19,124,0.59,6.25,0.45,3.64,5.33,NA,6,2.62,3.29571002,0.18,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,14.14,NA
